# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  F435Wmag  F475Wmag  F555Wmag  F606Wmag  F625Wmag  F775Wmag  F814Wmag
0.0024432 -0.80000 9.00000 0.0899999961 1.0816895212    0.090 -3.244  3.4322  5.317    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.29e-17      0.00 7.441e-01 2.533e-01 4.635e-04 1.250e-04 1.134e-03 -1.000 2.578e-03 12.880 19.079 17.937 17.051 16.099 15.749 13.001 12.617
0.0024432 -0.80000 9.00000 0.0964327604 1.1405976575    0.096 -3.120  3.4499  5.294    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.96e-17      0.00 7.441e-01 2.533e-01 4.635e-04 1.250e-04 1.134e-03 -1.000 2.578e-03 12.571 18.134 17.113 16.221 15.354 15.007 12.546 12.210
0.0024432 -0.80000 9.00000 0.0980051830 1.1542236096    0.098 -3.090  3.4544  5.288    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.44e-17      0.00 7.441e-01 2.534e-01 4.635e-04 1.250e-04 1.134e-03 -1.000 2.578e-03 12.494 17.900 16.906 16.008 15.161 14.812 12.435 12.111
0.0024432 -0.80000 9.00000 0.0994170159 1.1662180034    0.099 -3.060  3.4585  5.281    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.97e-17      0.00 7.440e-01 2.534e-01 4.635e-04 1.250e-04 1.134e-03 -1.000 2.578e-03 12.420 17.678 16.711 15.806 14.978 14.629 12.329 12.017
0.0024432 -0.80000 9.00000 0.1131187677 1.2721956702    0.113 -2.865  3.4823  5.237    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.23e-16      0.00 7.439e-01 2.535e-01 4.635e-04 1.250e-04 1.134e-03 -1.000 2.578e-03 11.933 16.427 15.589 14.657 13.932 13.580 11.684 11.428
0.0024432 -0.80000 9.00000 0.1182510555 1.3076784398    0.118 -2.797  3.4905  5.222    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.43e-16      0.00 7.439e-01 2.535e-01 4.635e-04 1.250e-04 1.134e-03 -1.000 2.578e-03 11.763 16.017 15.215 14.278 13.581 13.227 11.466 11.228
0.0024432 -0.80000 9.00000 0.1370850801 1.4225139937    0.137 -2.615  3.5095  5.179    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.12e-16      0.00 7.438e-01 2.536e-01 4.635e-04 1.250e-04 1.134e-03 -1.000 2.578e-03 11.307 15.064 14.337 13.408 12.764 12.409 10.919 10.716
0.0024432 -0.80000 9.00000 0.1559191197 1.5184766210    0.156 -2.477  3.5219  5.147    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.84e-16      0.00 7.437e-01 2.537e-01 4.635e-04 1.250e-04 1.134e-03 -1.000 2.578e-03 10.962 14.433 13.745 12.834 12.213 11.858 10.524 10.340
0.0024432 -0.80000 9.00000 0.1671217680 1.5686814049    0.167 -2.411  3.5270  5.131    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.25e-16      0.00 7.437e-01 2.538e-01 4.635e-04 1.250e-04 1.134e-03 -1.000 2.578e-03 10.797 14.161 13.489 12.588 11.976 11.622 10.342 10.165
0.0024432 -0.80000 9.00000 0.1935872138 1.6716587886    0.193 -2.272  3.5378  5.098    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.32e-16      0.00 7.436e-01 2.539e-01 4.635e-04 1.250e-04 1.134e-03 -1.000 2.578e-03 10.450 13.600 12.959 12.084 11.486 11.134 9.961 9.798
0.0024432 -0.80000 9.00000 0.2261655480 1.7757809773    0.225 -2.136  3.5468  5.066    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.68e-16      0.00 7.434e-01 2.540e-01 4.635e-04 1.250e-04 1.134e-03 -1.000 2.578e-03 10.110 13.095 12.478 11.625 11.039 10.688 9.597 9.445
0.0024432 -0.80000 9.00000 0.2406722903 1.8160584150    0.240 -2.082  3.5504  5.053    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.33e-16      0.00 7.434e-01 2.540e-01 4.635e-04 1.250e-04 1.134e-03 -1.000 2.577e-03 9.974 12.896 12.287 11.444 10.862 10.512 9.452 9.304
