# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  F435Wmag  F475Wmag  F555Wmag  F606Wmag  F625Wmag  F775Wmag  F814Wmag
0.0038518 -0.60000 9.00000 0.0900000036 1.0816895926    0.090 -3.274  3.4176  5.289    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -5.1e-17      0.00 7.402e-01 2.559e-01 6.997e-04 1.887e-04 1.712e-03 -1.000 3.891e-03 12.955 19.661 18.470 17.611 16.634 16.302 13.315 12.882
0.0038518 -0.60000 9.00000 0.0972885266 1.1480488803    0.097 -3.141  3.4364  5.265    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.82e-17      0.00 7.401e-01 2.560e-01 6.997e-04 1.887e-04 1.712e-03 -1.000 3.891e-03 12.623 18.637 17.572 16.707 15.813 15.477 12.803 12.424
0.0038518 -0.60000 9.00000 0.0989406183 1.1621955973    0.099 -3.113  3.4406  5.261    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.24e-17      0.00 7.401e-01 2.560e-01 6.997e-04 1.887e-04 1.712e-03 -1.000 3.891e-03 12.553 18.414 17.376 16.512 15.637 15.302 12.692 12.325
0.0038518 -0.60000 9.00000 0.0999553651 1.1707334411    0.100 -3.093  3.4435  5.257    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.58e-17      0.00 7.401e-01 2.560e-01 6.997e-04 1.887e-04 1.712e-03 -1.000 3.891e-03 12.503 18.263 17.242 16.378 15.516 15.181 12.616 12.257
0.0038518 -0.60000 9.00000 0.1198660880 1.3184322434    0.120 -2.826  3.4760  5.198    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.37e-16      0.00 7.400e-01 2.561e-01 6.997e-04 1.887e-04 1.712e-03 -1.000 3.891e-03 11.835 16.490 15.648 14.762 14.034 13.695 11.678 11.403
0.0038518 -0.60000 9.00000 0.1397768110 1.4372475872    0.140 -2.642  3.4951  5.157    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.03e-16      0.00 7.399e-01 2.562e-01 6.997e-04 1.887e-04 1.712e-03 -1.000 3.891e-03 11.374 15.470 14.708 13.813 13.146 12.802 11.091 10.857
0.0038518 -0.60000 9.00000 0.1455137730 1.4674536806    0.145 -2.599  3.4990  5.148    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.21e-16      0.00 7.399e-01 2.562e-01 6.997e-04 1.887e-04 1.712e-03 -1.000 3.891e-03 11.267 15.259 14.512 13.618 12.962 12.617 10.962 10.736
0.0038518 -0.60000 9.00000 0.1596875340 1.5358745769    0.160 -2.500  3.5081  5.126    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.72e-16      0.00 7.399e-01 2.563e-01 6.997e-04 1.887e-04 1.712e-03 -1.000 3.891e-03 11.020 14.786 14.070 13.181 12.545 12.200 10.668 10.458
0.0038518 -0.60000 9.00000 0.1836244613 1.6351692459    0.184 -2.366  3.5191  5.096    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.58e-16      0.00 7.397e-01 2.564e-01 6.997e-04 1.887e-04 1.712e-03 -1.000 3.891e-03 10.684 14.198 13.514 12.634 12.018 11.671 10.281 10.089
0.0038518 -0.60000 9.00000 0.1995089799 1.6922106238    0.199 -2.286  3.5256  5.078    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.21e-16      0.00 7.396e-01 2.565e-01 6.997e-04 1.887e-04 1.712e-03 -1.000 3.891e-03 10.485 13.863 13.198 12.328 11.723 11.376 10.056 9.873
